rank,courseName,hole,par,yards,avg,+/-,eagle-,birdie,par,bogey,dblBogey,dblBogey+
588,Royal Portrush Golf Club,17,4,409,3.900,-.100,0,111,284,49,7,1
588,East Lake Golf Club,11,3,225,2.900,-.100,0,20,92,8,0,0
590,Pete Dye Stadium Course,12,4,363,3.899,-.101,1,50,150,23,3,0
591,TPC Deere Run,5,4,433,3.897,-.103,2,108,265,59,4,0
592,Arnold Palmer's Bay Hill Club & Lodge,4,5,590,4.894,-.106,1,65,145,29,6,0
592,The Philadelphia Cricket Club (Wissahickon Course),1,4,365,3.894,-.106,0,72,171,38,2,0
592,The Country Club of Jackson,1,4,411,3.894,-.106,0,85,270,43,0,0
595,Black Desert Resort,17,3,151,2.893,-.107,0,79,277,33,2,0
596,PGA National Resort (The Champion Course),9,4,421,3.892,-.108,0,99,276,45,4,0
596,East Lake Golf Club,5,4,450,3.892,-.108,0,25,83,12,0,0
598,Sea Island Golf Club (Plantation Course),3,3,219,2.891,-.109,0,30,113,13,0,0
598,Sea Island Golf Club (Seaside Course),6,3,179,2.891,-.109,0,54,227,21,0,0
600,Waialae Country Club,10,4,351,3.890,-.110,0,97,293,43,3,0
600,Nicklaus Tournament Course,5,4,364,3.890,-.110,0,41,91,20,2,0
602,Vidanta Vallarta,3,4,445,3.888,-.112,0,100,268,48,1,1
603,Memorial Park Golf Course,13,4,406,3.887,-.113,2,112,270,52,7,0
603,Caves Valley Golf Club,8,4,476,3.887,-.113,0,44,131,18,2,0
603,Silverado Resort (North Course),10,4,412,3.887,-.113,1,95,291,42,3,0
606,Harbour Town Golf Links,13,4,373,3.885,-.115,0,77,176,29,4,2
606,Yokohama Country Club,8,4,357,3.885,-.115,2,76,196,32,6,0
608,Detroit Golf Club,10,4,425,3.884,-.116,0,109,322,53,0,0
609,Grand Reserve Golf Club,4,4,410,3.883,-.117,1,93,282,40,3,0
610,Black Desert Resort,10,4,447,3.880,-.120,1,92,255,39,4,0
611,Sea Island Golf Club (Plantation Course),16,3,158,2.878,-.122,0,28,119,9,0,0
612,Plantation Course at Kapalua,6,4,424,3.877,-.123,0,59,147,28,1,0
612,Caves Valley Golf Club,11,4,334,3.877,-.123,0,61,102,27,5,0
614,Port Royal Golf Course,5,4,380,3.876,-.124,0,87,257,30,5,0
615,Waialae Country Club,12,4,440,3.874,-.126,1,95,300,38,2,0
615,The Country Club of Jackson,9,4,421,3.874,-.126,2,80,284,30,2,0
617,TPC Twin Cities,7,4,381,3.873,-.127,0,121,291,43,5,3
617,Port Royal Golf Course,9,4,383,3.873,-.127,0,79,269,31,0,0
619,Detroit Golf Club,8,4,372,3.872,-.128,1,126,294,61,1,1
620,TPC Toronto at Osprey Valley (North Course),8,4,440,3.869,-.131,0,95,315,31,3,0
621,Vidanta Vallarta,11,3,195,2.868,-.132,0,92,294,27,5,0
621,PGA National Resort (The Champion Course),4,4,395,3.868,-.132,1,114,254,50,5,0
621,TPC Sawgrass (THE PLAYERS Stadium Course),12,4,365,3.868,-.132,0,98,294,37,2,0
621,Detroit Golf Club,5,3,167,2.868,-.132,0,109,333,39,3,0
621,Sea Island Golf Club (Seaside Course),13,4,408,3.868,-.132,0,79,193,23,5,2
626,Caves Valley Golf Club,7,4,434,3.867,-.133,1,49,124,17,4,0
627,Torrey Pines Golf Course (South Course),9,5,615,4.866,-.134,0,75,184,30,3,0
627,Dunes Golf and Beach Club,10,4,375,3.866,-.134,1,104,247,48,2,0
629,Nicklaus Tournament Course,16,4,440,3.864,-.136,0,31,114,8,1,0
630,TPC Deere Run,6,4,367,3.863,-.137,4,112,269,47,5,1
631,Plantation Course at Kapalua,3,4,424,3.860,-.140,1,61,146,25,1,1
631,Waialae Country Club,3,4,422,3.860,-.140,1,100,297,35,3,0
633,Hurstbourne Country Club (Championship Course),12,4,382,3.859,-.141,2,116,277,47,5,0
633,Sea Island Golf Club (Plantation Course),12,4,409,3.859,-.141,0,33,113,9,1,0
635,La Quinta Country Club,7,3,168,2.858,-.142,0,28,121,6,0,0
635,Harbour Town Golf Links,16,4,434,3.858,-.142,1,65,198,22,2,0
635,East Lake Golf Club,17,4,445,3.858,-.142,0,34,70,15,1,0
635,Port Royal Golf Course,10,4,350,3.858,-.142,2,96,238,40,3,0
639,Nicklaus Tournament Course,12,3,165,2.857,-.143,1,29,116,7,1,0
639,Nicklaus Tournament Course,6,4,462,3.857,-.143,0,36,105,12,1,0
641,Muirfield Village Golf Club,5,5,547,4.856,-.144,2,75,145,29,5,1
641,El Cardonal at Diamante,16,3,154,2.856,-.144,1,94,260,28,6,0
641,El Cardonal at Diamante,17,4,462,3.856,-.144,1,87,273,23,5,0
644,The Philadelphia Cricket Club (Wissahickon Course),9,4,426,3.855,-.145,0,72,181,29,1,0
645,TPC Twin Cities,8,3,204,2.853,-.147,1,104,322,34,2,0
646,Pebble Beach Golf Links,7,3,106,2.852,-.148,1,57,155,22,1,0
646,Royal Portrush Golf Club,5,4,372,3.852,-.148,3,118,281,46,3,1
646,The Country Club of Jackson,17,4,436,3.852,-.148,0,85,287,26,0,0
649,Pete Dye Stadium Course,1,4,445,3.850,-.150,0,52,157,18,0,0
649,Spyglass Hill Golf Course,12,3,178,2.850,-.150,0,18,56,6,0,0
649,Spyglass Hill Golf Course,14,5,560,4.850,-.150,0,21,50,9,0,0
649,Hurstbourne Country Club (Championship Course),8,4,344,3.850,-.150,3,133,248,54,9,0
653,TPC Craig Ranch,17,3,147,2.849,-.151,0,104,315,28,4,0
653,TPC Deere Run,13,4,424,3.849,-.151,1,108,286,42,1,0
655,The Philadelphia Cricket Club (Wissahickon Course),6,4,447,3.848,-.152,0,69,188,26,0,0
656,TPC Deere Run,8,4,428,3.847,-.153,0,111,284,42,1,0
657,La Quinta Country Club,8,4,389,3.845,-.155,0,42,99,10,4,0
657,Oakmont Country Club,17,4,312,3.845,-.155,3,141,229,64,7,0
659,TPC Southwind,11,3,168,2.844,-.156,0,67,191,12,6,0
660,Colonial Country Club,2,4,385,3.842,-.158,0,111,269,44,0,0
660,Sedgefield Country Club,13,4,405,3.842,-.158,1,136,254,62,2,0
662,The Philadelphia Cricket Club (Wissahickon Course),2,4,373,3.841,-.159,0,78,176,25,4,0
662,TPC Southwind,2,4,408,3.841,-.159,0,74,174,26,2,0
664,Memorial Park Golf Course,5,4,440,3.840,-.160,1,104,305,31,2,0
664,TPC Twin Cities,16,4,411,3.840,-.160,2,131,277,46,6,1
666,Silverado Resort (North Course),15,5,572,4.838,-.162,5,144,220,45,15,3
666,Sea Island Golf Club (Seaside Course),11,4,425,3.838,-.162,0,82,196,18,3,3
668,Yokohama Country Club,13,4,337,3.837,-.163,3,108,152,38,8,3
669,Dunes Golf and Beach Club,16,4,370,3.836,-.164,0,102,265,34,1,0
670,Sea Island Golf Club (Seaside Course),1,4,417,3.834,-.166,0,76,200,26,0,0
670,Sea Island Golf Club (Seaside Course),16,4,407,3.834,-.166,1,86,185,23,6,1
672,Torrey Pines Golf Course (South Course),9,5,615,4.833,-.167,0,78,141,30,3,0
672,Harbour Town Golf Links,6,4,419,3.833,-.167,0,61,215,11,1,0
672,Detroit Golf Club,3,4,393,3.833,-.167,0,122,321,41,0,0
672,Detroit Golf Club,13,4,393,3.833,-.167,2,116,330,34,1,1
676,Sedgefield Country Club,17,4,406,3.831,-.169,3,113,299,38,2,0
676,Sea Island Golf Club (Seaside Course),8,4,368,3.831,-.169,1,78,198,22,2,1
678,Yokohama Country Club,15,4,387,3.830,-.170,0,83,200,28,1,0
679,Augusta National Golf Club,13,5,545,4.828,-.172,6,98,146,35,10,1
680,La Quinta Country Club,1,4,382,3.826,-.174,0,40,105,8,1,1
681,Nicklaus Tournament Course,10,4,370,3.825,-.175,0,38,108,6,1,1
681,Spyglass Hill Golf Course,10,4,407,3.825,-.175,0,23,49,7,1,0
683,TPC Toronto at Osprey Valley (North Course),15,4,434,3.822,-.178,0,113,300,28,3,0
683,Detroit Golf Club,1,4,397,3.822,-.178,2,115,336,29,2,0
685,Port Royal Golf Course,11,4,443,3.821,-.179,1,89,267,21,1,0
686,Nicklaus Tournament Course,2,4,444,3.818,-.182,0,39,104,11,0,0
686,Port Royal Golf Course,7,5,517,4.818,-.182,8,131,175,56,6,3
688,PGA National Resort (The Champion Course),8,4,427,3.814,-.186,0,115,275,32,2,0
688,Colonial Country Club,11,5,639,4.814,-.186,4,129,238,48,5,0
690,Arnold Palmer's Bay Hill Club & Lodge,12,5,574,4.813,-.187,1,79,135,28,2,1
691,Pebble Beach Golf Links,15,4,397,3.809,-.191,0,59,164,12,1,0
691,Muirfield Village Golf Club,7,5,582,4.809,-.191,5,79,140,26,7,0
691,TPC River Highlands,2,4,341,3.809,-.191,2,81,167,24,4,0
694,East Lake Golf Club,10,4,425,3.808,-.192,0,32,79,9,0,0
694,Sea Island Golf Club (Seaside Course),5,4,409,3.808,-.192,1,87,187,24,2,1
696,Arnold Palmer's Bay Hill Club & Lodge,6,5,555,4.805,-.195,11,86,110,25,10,4
697,TPC Twin Cities,10,4,379,3.803,-.197,0,126,305,29,3,0
698,Innisbrook Resort (Copperhead Course),14,5,590,4.800,-.200,5,151,245,51,6,2
698,East Lake Golf Club,13,4,450,3.800,-.200,0,37,70,13,0,0
700,The Philadelphia Cricket Club (Wissahickon Course),14,3,122,2.799,-.201,0,82,176,25,0,0
701,TPC Deere Run,14,4,361,3.795,-.205,5,135,248,45,5,0
701,TPC Twin Cities,1,4,416,3.795,-.205,1,124,309,27,2,0
703,Black Desert Resort,9,5,587,4.793,-.207,9,144,181,41,11,5
704,Puntacana Resort (Corales Golf Course),14,5,626,4.789,-.211,2,124,239,33,5,0
705,TPC Toronto at Osprey Valley (North Course),12,4,375,3.784,-.216,2,144,249,46,3,0
706,TPC Sawgrass (THE PLAYERS Stadium Course),9,5,601,4.782,-.218,7,145,218,57,4,0
706,Sea Island Golf Club (Plantation Course),13,4,437,3.782,-.218,0,50,91,14,1,0
708,Torrey Pines Golf Course (South Course),18,5,570,4.781,-.219,4,92,165,27,3,1
709,TPC Sawgrass (THE PLAYERS Stadium Course),11,5,573,4.780,-.220,5,155,209,54,8,0
710,Quail Hollow Club,8,4,346,3.778,-.222,5,153,248,45,8,0
711,TPC Toronto at Osprey Valley (North Course),14,3,144,2.775,-.225,0,118,308,18,0,0
711,TPC Twin Cities,5,4,424,3.775,-.225,0,135,298,29,1,0
713,Sedgefield Country Club,8,4,374,3.774,-.226,1,136,286,29,3,0
714,Pete Dye Stadium Course,5,5,535,4.771,-.229,1,100,91,23,11,1
714,Pete Dye Stadium Course,11,5,591,4.771,-.229,3,74,124,24,2,0
714,Pete Dye Stadium Course,2,4,371,3.771,-.229,1,65,147,13,1,0
714,PGA National Resort (The Champion Course),1,4,365,3.771,-.229,0,114,293,17,0,0
714,PGA National Resort (The Champion Course),13,4,388,3.771,-.229,1,136,252,29,6,0
719,Hurstbourne Country Club (Championship Course),7,5,555,4.770,-.230,14,163,201,54,11,4
720,Pebble Beach Golf Links,4,4,331,3.767,-.233,0,75,143,16,2,0
720,Pebble Beach Golf Links,11,4,390,3.767,-.233,0,69,154,12,1,0
722,Nicklaus Tournament Course,1,4,378,3.766,-.234,0,56,79,18,1,0
723,Innisbrook Resort (Copperhead Course),11,5,575,4.763,-.237,5,160,239,51,5,0
723,Sea Island Golf Club (Plantation Course),2,4,382,3.763,-.237,0,45,104,6,1,0
725,La Quinta Country Club,4,4,384,3.761,-.239,0,46,100,9,0,0
726,Nicklaus Tournament Course,13,4,419,3.760,-.240,1,48,93,11,1,0
726,Nicklaus Tournament Course,15,5,572,4.760,-.240,0,62,73,15,3,1
728,Royal Portrush Golf Club,2,5,575,4.759,-.241,9,149,242,47,4,1
728,The Country Club of Jackson,14,5,584,4.759,-.241,5,129,224,37,3,0
730,East Lake Golf Club,3,4,415,3.758,-.242,0,43,63,14,0,0
731,The Country Club of Jackson,11,5,554,4.754,-.246,6,131,223,32,5,1
732,Dunes Golf and Beach Club,13,5,625,4.751,-.249,2,141,219,35,5,0
733,La Quinta Country Club,9,4,399,3.748,-.252,0,48,98,9,0,0
733,Silverado Resort (North Course),12,5,571,4.748,-.252,6,154,224,40,7,1
735,Sea Island Golf Club (Plantation Course),4,5,623,4.737,-.263,1,56,86,10,2,1
736,La Quinta Country Club,17,4,421,3.735,-.265,0,47,102,6,0,0
737,Quail Hollow Club,10,5,592,4.734,-.266,4,166,239,48,2,0
738,East Lake Golf Club,12,4,390,3.733,-.267,0,42,70,6,2,0
739,El Cardonal at Diamante,3,4,351,3.730,-.270,5,134,218,27,3,2
740,TPC San Antonio (Oaks Course),17,4,347,3.729,-.271,3,145,242,24,5,1
741,Torrey Pines Golf Course (North Course),9,5,556,4.728,-.272,1,52,81,12,1,0
741,TPC Scottsdale (Stadium Course),17,4,332,3.728,-.272,9,149,210,43,4,1
741,Caves Valley Golf Club,16,5,599,4.728,-.272,4,68,104,16,2,1
744,Spyglass Hill Golf Course,15,3,130,2.725,-.275,1,21,57,1,0,0
745,TPC Scottsdale (Stadium Course),15,5,553,4.724,-.276,10,168,179,46,12,1
745,TPC Sawgrass (THE PLAYERS Stadium Course),2,5,555,4.724,-.276,6,163,215,40,6,1
747,Plantation Course at Kapalua,10,4,384,3.723,-.277,0,75,150,10,0,0
747,Plantation Course at Kapalua,12,4,424,3.723,-.277,2,78,142,10,2,1
747,Royal Portrush Golf Club,7,5,607,4.723,-.277,9,164,231,40,7,1
750,Pebble Beach Golf Links,6,5,523,4.720,-.280,4,94,111,18,9,0
751,Vidanta Vallarta,12,5,637,4.718,-.282,2,138,255,22,1,0
751,Sea Island Golf Club (Plantation Course),17,4,350,3.718,-.282,0,49,102,5,0,0
753,Sea Island Golf Club (Seaside Course),7,5,582,4.715,-.285,3,121,151,18,7,2
754,TPC San Antonio (Oaks Course),2,5,602,4.712,-.288,4,143,244,28,1,0
754,Quail Hollow Club,14,4,344,3.712,-.288,10,175,218,50,5,1
754,Sea Island Golf Club (Plantation Course),15,4,365,3.712,-.288,0,51,99,6,0,0
757,Quail Hollow Club,7,5,546,4.708,-.292,9,192,199,45,11,3
758,Sea Island Golf Club (Plantation Course),10,4,327,3.705,-.295,1,56,87,12,0,0
759,Black Desert Resort,5,4,320,3.701,-.299,5,143,213,26,2,2
760,Sea Island Golf Club (Plantation Course),1,4,373,3.699,-.301,0,54,95,7,0,0
761,TPC Toronto at Osprey Valley (North Course),6,4,350,3.698,-.302,1,158,263,19,2,1
762,Grand Reserve Golf Club,9,5,630,4.697,-.303,5,157,220,34,3,0
763,Silverado Resort (North Course),18,5,575,4.694,-.306,9,140,258,24,1,0
764,TPC River Highlands,15,4,296,3.691,-.309,3,106,145,22,2,0
765,Plantation Course at Kapalua,16,4,369,3.689,-.311,0,81,146,8,0,0
766,Torrey Pines Golf Course (North Course),7,4,322,3.687,-.313,0,54,85,8,0,0
767,Sea Island Golf Club (Plantation Course),18,5,560,4.686,-.314,11,50,76,15,4,0
768,Grand Reserve Golf Club,6,5,600,4.683,-.317,7,161,216,29,5,1
769,TPC Craig Ranch,6,4,361,3.681,-.319,2,165,261,22,0,1
770,Puntacana Resort (Corales Golf Course),12,5,623,4.680,-.320,5,149,224,21,3,1
771,Detroit Golf Club,4,5,635,4.674,-.326,5,186,260,30,1,2
772,TPC Sawgrass (THE PLAYERS Stadium Course),16,5,537,4.673,-.327,13,174,198,34,11,1
773,TPC River Highlands,13,5,523,4.669,-.331,14,121,102,29,9,3
774,El Cardonal at Diamante,6,5,601,4.668,-.332,5,150,207,23,4,0
775,The Renaissance Club,10,5,594,4.667,-.333,8,185,237,32,5,1
776,Muirfield Village Golf Club,15,5,561,4.661,-.339,6,111,112,21,6,1
777,Innisbrook Resort (Copperhead Course),1,5,560,4.657,-.343,9,184,228,34,5,0
778,Harbour Town Golf Links,15,5,588,4.656,-.344,4,118,143,19,4,0
778,El Cardonal at Diamante,10,4,344,3.656,-.344,6,156,198,24,5,0
780,Pebble Beach Golf Links,18,5,543,4.653,-.347,8,109,92,18,5,4
781,Memorial Park Golf Course,16,5,616,4.648,-.352,10,184,208,35,5,1
782,TPC Deere Run,10,5,596,4.646,-.354,9,168,232,27,2,0
783,Pebble Beach Golf Links,14,5,580,4.644,-.356,4,100,111,18,3,0
784,TPC Southwind,3,5,579,4.634,-.366,6,120,122,25,3,0
784,Silverado Resort (North Course),5,5,538,4.634,-.366,6,181,217,22,5,1
786,TPC Twin Cities,18,5,596,4.633,-.367,22,214,167,43,11,6
786,East Lake Golf Club,8,4,390,3.633,-.367,1,50,61,8,0,0
786,The Country Club of Jackson,15,4,330,3.633,-.367,3,170,197,26,2,0
789,TPC River Highlands,6,5,574,4.629,-.371,7,123,117,28,3,0
790,Spyglass Hill Golf Course,1,5,595,4.625,-.375,1,31,45,3,0,0
790,Spyglass Hill Golf Course,17,4,325,3.625,-.375,0,33,44,3,0,0
790,Memorial Park Golf Course,8,5,625,4.625,-.375,6,186,220,30,1,0
793,Torrey Pines Golf Course (North Course),17,5,520,4.619,-.381,6,61,66,12,1,1
793,Quail Hollow Club,15,5,577,4.619,-.381,16,191,213,34,2,3
795,Augusta National Golf Club,8,5,570,4.618,-.382,3,123,157,10,3,0
795,The Renaissance Club,3,5,600,4.618,-.382,6,200,233,26,2,1
795,The Country Club of Jackson,5,5,612,4.618,-.382,10,160,200,28,0,0
798,Vidanta Vallarta,6,5,603,4.617,-.383,7,186,188,34,3,0
798,El Cardonal at Diamante,14,5,554,4.617,-.383,6,190,150,35,6,2
800,Augusta National Golf Club,2,5,585,4.615,-.385,9,117,151,17,2,0
800,Caves Valley Golf Club,4,5,590,4.615,-.385,2,81,102,10,0,0
802,The Philadelphia Cricket Club (Wissahickon Course),5,5,546,4.601,-.399,4,128,132,15,4,0
802,Detroit Golf Club,14,5,555,4.601,-.399,9,233,190,47,4,1
804,Plantation Course at Kapalua,14,4,301,3.600,-.400,5,111,98,15,6,0
805,Nicklaus Tournament Course,14,4,442,3.597,-.403,0,67,82,5,0,0
806,The Renaissance Club,5,4,347,3.596,-.404,13,193,235,24,3,0
807,Vidanta Vallarta,14,5,585,4.593,-.407,7,202,170,33,5,1
808,The Country Club of Jackson,3,5,591,4.590,-.410,4,176,197,21,0,0
809,Colonial Country Club,1,5,581,4.585,-.415,12,183,200,27,2,0
809,Sedgefield Country Club,15,5,545,4.585,-.415,14,220,173,37,11,0
811,Plantation Course at Kapalua,9,5,550,4.583,-.417,2,110,110,11,1,1
811,Harbour Town Golf Links,9,4,332,3.583,-.417,4,126,146,10,2,0
813,Black Desert Resort,7,5,589,4.581,-.419,17,195,132,31,14,2
814,Torrey Pines Golf Course (South Course),6,5,564,4.575,-.425,7,136,128,17,3,1
814,Spyglass Hill Golf Course,7,5,549,4.575,-.425,2,38,35,2,3,0
816,TPC Craig Ranch,5,5,635,4.574,-.426,10,208,200,31,1,1
817,The Renaissance Club,16,5,576,4.573,-.427,17,200,218,32,1,0
818,Torrey Pines Golf Course (South Course),18,5,570,4.560,-.440,6,122,104,17,3,0
819,Torrey Pines Golf Course (North Course),5,5,525,4.558,-.442,1,71,67,8,0,0
820,TPC Deere Run,2,5,561,4.557,-.443,25,207,159,33,12,2
821,TPC San Antonio (Oaks Course),14,5,553,4.552,-.448,14,196,178,28,4,0
822,TPC Craig Ranch,14,4,362,3.548,-.452,9,216,201,22,1,2
823,Hurstbourne Country Club (Championship Course),10,5,565,4.537,-.463,11,214,199,17,6,0
824,Dunes Golf and Beach Club,4,5,532,4.532,-.468,8,198,173,20,3,0
825,TPC Twin Cities,6,5,594,4.529,-.471,23,205,203,31,1,0
826,Port Royal Golf Course,17,5,507,4.522,-.478,31,186,108,45,6,3
827,Harbour Town Golf Links,5,5,569,4.514,-.486,4,152,113,18,1,0
827,TPC Toronto at Osprey Valley (North Course),18,5,581,4.514,-.486,18,217,178,25,6,0
829,Royal Portrush Golf Club,12,5,532,4.509,-.491,19,219,182,29,3,0
830,The Philadelphia Cricket Club (Wissahickon Course),15,5,553,4.498,-.502,13,141,106,22,0,1
831,Harbour Town Golf Links,2,5,550,4.497,-.503,6,143,129,10,0,0
832,PGA National Resort (The Champion Course),18,5,556,4.491,-.509,14,212,178,18,0,2
833,TPC Scottsdale (Stadium Course),3,5,558,4.486,-.514,19,196,182,18,1,0
834,Plantation Course at Kapalua,18,5,677,4.481,-.519,6,125,91,12,0,1
835,Dunes Golf and Beach Club,15,5,539,4.480,-.520,16,196,172,17,1,0
836,Black Desert Resort,18,5,595,4.478,-.522,10,231,114,28,5,3
837,El Cardonal at Diamante,18,5,585,4.473,-.527,14,205,145,22,3,0
838,Yokohama Country Club,4,5,536,4.465,-.535,13,174,99,20,5,1
838,Black Desert Resort,14,4,322,3.465,-.535,17,209,140,19,4,2
840,La Quinta Country Club,13,5,547,4.458,-.542,5,87,55,3,5,0
841,TPC Scottsdale (Stadium Course),13,5,558,4.457,-.543,15,213,171,17,0,0
842,Torrey Pines Golf Course (South Course),6,5,564,4.444,-.556,10,132,98,12,0,0
843,Torrey Pines Golf Course (North Course),10,5,536,4.442,-.558,11,67,63,5,1,0
844,Pete Dye Stadium Course,8,5,559,4.436,-.564,4,123,97,3,0,0
845,TPC Twin Cities,12,5,593,4.417,-.583,18,252,175,18,0,0
846,Nicklaus Tournament Course,7,5,527,4.416,-.584,1,95,51,7,0,0
847,Detroit Golf Club,17,5,577,4.415,-.585,16,266,187,15,0,0
848,Vidanta Vallarta,18,5,548,4.411,-.589,11,246,141,18,2,0
849,PGA National Resort (The Champion Course),10,5,550,4.410,-.590,14,228,176,6,0,0
850,La Quinta Country Club,11,5,543,4.406,-.594,8,81,62,3,1,0
851,Sea Island Golf Club (Plantation Course),14,5,550,4.404,-.596,4,93,51,8,0,0
852,Puntacana Resort (Corales Golf Course),7,5,515,4.402,-.598,17,219,156,10,1,0
852,TPC Southwind,16,5,530,4.402,-.598,11,149,110,6,0,0
854,PGA National Resort (The Champion Course),3,5,538,4.394,-.606,22,235,147,18,2,0
854,TPC Toronto at Osprey Valley (North Course),1,5,542,4.394,-.606,18,257,147,20,2,0
856,Waialae Country Club,18,5,551,4.388,-.612,19,244,159,13,1,0
856,Detroit Golf Club,7,5,552,4.388,-.612,24,273,166,18,2,1
858,TPC Craig Ranch,18,5,552,4.384,-.616,16,263,155,17,0,0
859,East Lake Golf Club,18,5,585,4.383,-.617,3,75,36,5,1,0
860,Pebble Beach Golf Links,2,5,516,4.381,-.619,11,139,74,9,3,0
860,TPC Deere Run,17,5,569,4.381,-.619,20,253,145,18,2,0
862,Memorial Park Golf Course,3,5,587,4.377,-.623,12,259,165,7,0,0
863,TPC Craig Ranch,9,5,564,4.368,-.632,31,259,133,22,4,2
864,Spyglass Hill Golf Course,11,5,561,4.362,-.638,2,49,27,2,0,0
865,Vidanta Vallarta,7,4,297,3.361,-.639,19,245,139,14,1,0
866,Nicklaus Tournament Course,4,5,549,4.357,-.643,10,87,50,6,1,0
867,La Quinta Country Club,5,5,516,4.342,-.658,12,87,49,5,2,0
868,Arnold Palmer's Bay Hill Club & Lodge,16,5,511,4.337,-.663,17,143,74,10,2,0
869,Plantation Course at Kapalua,15,5,541,4.336,-.664,15,145,58,15,2,0
870,Grand Reserve Golf Club,14,5,535,4.334,-.666,24,244,138,13,0,0
871,Yokohama Country Club,6,5,529,4.333,-.667,11,196,96,8,1,0
872,Waialae Country Club,9,5,506,4.328,-.672,28,262,126,17,2,1
873,Sedgefield Country Club,5,5,529,4.327,-.673,27,270,141,16,0,1
874,Grand Reserve Golf Club,11,5,547,4.308,-.692,31,243,133,9,3,0
874,Sea Island Golf Club (Seaside Course),15,5,565,4.308,-.692,12,192,91,7,0,0
876,Nicklaus Tournament Course,11,5,528,4.299,-.701,7,98,46,2,1,0
877,La Quinta Country Club,6,5,527,4.297,-.703,12,89,52,1,0,1
878,East Lake Golf Club,6,5,525,4.275,-.725,4,79,37,0,0,0
879,Puntacana Resort (Corales Golf Course),4,5,565,4.261,-.739,14,278,103,8,0,0
880,Sea Island Golf Club (Plantation Course),8,5,529,4.256,-.744,11,104,31,10,0,0
881,El Cardonal at Diamante,1,5,582,4.221,-.779,30,268,72,13,6,0
882,Plantation Course at Kapalua,5,5,526,4.123,-.877,21,171,38,2,3,0
